source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[fraction identifier]	comment[somascan menu]	comment[somascan platform]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PAD000003-f01-r00160-C101_positive_4	Homo sapiens	Blood plasma	not available	not available	not available	C101	160	experimental sample	blood plasma	PAD000003-f01-r00160-C101_positive_4	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00161-C141_positive_15	Homo sapiens	Blood plasma	not available	not available	not available	C141	161	experimental sample	blood plasma	PAD000003-f01-r00161-C141_positive_15	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00162-C240_negative	Homo sapiens	Blood plasma	not available	not available	not available	C240	162	experimental sample	blood plasma	PAD000003-f01-r00162-C240_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00163-C126_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C126	163	experimental sample	blood plasma	PAD000003-f01-r00163-C126_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00164-C106_negative	Homo sapiens	Blood plasma	not available	not available	not available	C106	164	experimental sample	blood plasma	PAD000003-f01-r00164-C106_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00165-C224_negative	Homo sapiens	Blood plasma	not available	not available	not available	C224	165	experimental sample	blood plasma	PAD000003-f01-r00165-C224_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00166-C113_positive_19	Homo sapiens	Blood plasma	not available	not available	not available	C113	166	experimental sample	blood plasma	PAD000003-f01-r00166-C113_positive_19	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00167-C195_negative	Homo sapiens	Blood plasma	not available	not available	not available	C195	167	experimental sample	blood plasma	PAD000003-f01-r00167-C195_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00168-C237_negative	Homo sapiens	Blood plasma	not available	not available	not available	C237	168	experimental sample	blood plasma	PAD000003-f01-r00168-C237_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00169-C93_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C93	169	experimental sample	blood plasma	PAD000003-f01-r00169-C93_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00170-C141_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C141	170	experimental sample	blood plasma	PAD000003-f01-r00170-C141_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00171-C137_negative	Homo sapiens	Blood plasma	not available	not available	not available	C137	171	experimental sample	blood plasma	PAD000003-f01-r00171-C137_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00172-C77_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C77	172	experimental sample	blood plasma	PAD000003-f01-r00172-C77_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00173-C166_negative	Homo sapiens	Blood plasma	not available	not available	not available	C166	173	experimental sample	blood plasma	PAD000003-f01-r00173-C166_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00174-C197_negative	Homo sapiens	Blood plasma	not available	not available	not available	C197	174	experimental sample	blood plasma	PAD000003-f01-r00174-C197_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00175-C138_positive_17	Homo sapiens	Blood plasma	not available	not available	not available	C138	175	experimental sample	blood plasma	PAD000003-f01-r00175-C138_positive_17	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00176-C130_negative	Homo sapiens	Blood plasma	not available	not available	not available	C130	176	experimental sample	blood plasma	PAD000003-f01-r00176-C130_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00177-C246_negative	Homo sapiens	Blood plasma	not available	not available	not available	C246	177	experimental sample	blood plasma	PAD000003-f01-r00177-C246_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00178-C20_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C20	178	experimental sample	blood plasma	PAD000003-f01-r00178-C20_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00179-C123_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C123	179	experimental sample	blood plasma	PAD000003-f01-r00179-C123_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00180-C190_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C190	180	experimental sample	blood plasma	PAD000003-f01-r00180-C190_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00181-C110_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C110	181	experimental sample	blood plasma	PAD000003-f01-r00181-C110_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00182-C138_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C138	182	experimental sample	blood plasma	PAD000003-f01-r00182-C138_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00183-C147_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C147	183	experimental sample	blood plasma	PAD000003-f01-r00183-C147_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00184-C126_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C126	184	experimental sample	blood plasma	PAD000003-f01-r00184-C126_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00185-C42_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C42	185	experimental sample	blood plasma	PAD000003-f01-r00185-C42_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00186-C60_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C60	186	experimental sample	blood plasma	PAD000003-f01-r00186-C60_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00187-C34_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C34	187	experimental sample	blood plasma	PAD000003-f01-r00187-C34_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00188-C214_negative	Homo sapiens	Blood plasma	not available	not available	not available	C214	188	experimental sample	blood plasma	PAD000003-f01-r00188-C214_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00189-C36_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C36	189	experimental sample	blood plasma	PAD000003-f01-r00189-C36_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00190-C187_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C187	190	experimental sample	blood plasma	PAD000003-f01-r00190-C187_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00191-C67_positive_3	Homo sapiens	Blood plasma	not available	not available	not available	C67	191	experimental sample	blood plasma	PAD000003-f01-r00191-C67_positive_3	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00192-C58_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C58	192	experimental sample	blood plasma	PAD000003-f01-r00192-C58_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00193-C164_negative	Homo sapiens	Blood plasma	not available	not available	not available	C164	193	experimental sample	blood plasma	PAD000003-f01-r00193-C164_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00194-C27_positive_6	Homo sapiens	Blood plasma	not available	not available	not available	C27	194	experimental sample	blood plasma	PAD000003-f01-r00194-C27_positive_6	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00195-C42_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C42	195	experimental sample	blood plasma	PAD000003-f01-r00195-C42_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00196-C31_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C31	196	experimental sample	blood plasma	PAD000003-f01-r00196-C31_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00197-C58_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C58	197	experimental sample	blood plasma	PAD000003-f01-r00197-C58_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029867	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00198-C58_negative	Homo sapiens	Blood plasma	not available	not available	not available	C58	198	experimental sample	blood plasma	PAD000003-f01-r00198-C58_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00199-C116_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C116	199	experimental sample	blood plasma	PAD000003-f01-r00199-C116_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
